Data,Seed,TestProportion,CandidateProportion,SelectorType,ModelType,UniqueErrorsInput,n_estimators,regularization,RashomonThresholdType,RashomonThreshold,Type,Partition,Time,Memory,JobName,Output
Iris,74,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,74IS_RFA0.0,Iris/RandomForestClassification/Raw/74IS_RFA0.0.pkl
Iris,75,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,75IS_UA0.025,Iris/TreeFarms/Raw/75IS_UA0.025.pkl
Iris,75,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,75IS_PLA0.0,Iris/RandomForestClassification/Raw/75IS_PLA0.0.pkl
Iris,75,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,75IS_DA0.025,Iris/TreeFarms/Raw/75IS_DA0.025.pkl
Iris,75,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,75IS_RFA0.0,Iris/RandomForestClassification/Raw/75IS_RFA0.0.pkl
Iris,76,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,76IS_PLA0.0,Iris/RandomForestClassification/Raw/76IS_PLA0.0.pkl
Iris,76,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,76IS_DA0.025,Iris/TreeFarms/Raw/76IS_DA0.025.pkl
Iris,76,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,76IS_UA0.025,Iris/TreeFarms/Raw/76IS_UA0.025.pkl
Iris,76,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,76IS_RFA0.0,Iris/RandomForestClassification/Raw/76IS_RFA0.0.pkl
Iris,77,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,77IS_UA0.025,Iris/TreeFarms/Raw/77IS_UA0.025.pkl
Iris,77,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,77IS_PLA0.0,Iris/RandomForestClassification/Raw/77IS_PLA0.0.pkl
Iris,77,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,77IS_DA0.025,Iris/TreeFarms/Raw/77IS_DA0.025.pkl
Iris,77,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,77IS_RFA0.0,Iris/RandomForestClassification/Raw/77IS_RFA0.0.pkl
Iris,78,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,78IS_RFA0.0,Iris/RandomForestClassification/Raw/78IS_RFA0.0.pkl
Iris,78,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,78IS_PLA0.0,Iris/RandomForestClassification/Raw/78IS_PLA0.0.pkl
Iris,78,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,78IS_UA0.025,Iris/TreeFarms/Raw/78IS_UA0.025.pkl
Iris,78,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,78IS_DA0.025,Iris/TreeFarms/Raw/78IS_DA0.025.pkl
Iris,79,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,79IS_RFA0.0,Iris/RandomForestClassification/Raw/79IS_RFA0.0.pkl
Iris,79,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,79IS_UA0.025,Iris/TreeFarms/Raw/79IS_UA0.025.pkl
Iris,79,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,79IS_DA0.025,Iris/TreeFarms/Raw/79IS_DA0.025.pkl
Iris,79,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,79IS_PLA0.0,Iris/RandomForestClassification/Raw/79IS_PLA0.0.pkl
Iris,80,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,80IS_DA0.025,Iris/TreeFarms/Raw/80IS_DA0.025.pkl
Iris,80,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,80IS_PLA0.0,Iris/RandomForestClassification/Raw/80IS_PLA0.0.pkl
Iris,80,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,80IS_UA0.025,Iris/TreeFarms/Raw/80IS_UA0.025.pkl
Iris,80,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,80IS_RFA0.0,Iris/RandomForestClassification/Raw/80IS_RFA0.0.pkl
Iris,81,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,81IS_UA0.025,Iris/TreeFarms/Raw/81IS_UA0.025.pkl
Iris,81,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,81IS_PLA0.0,Iris/RandomForestClassification/Raw/81IS_PLA0.0.pkl
Iris,81,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,81IS_RFA0.0,Iris/RandomForestClassification/Raw/81IS_RFA0.0.pkl
Iris,81,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,81IS_DA0.025,Iris/TreeFarms/Raw/81IS_DA0.025.pkl
Iris,82,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,82IS_PLA0.0,Iris/RandomForestClassification/Raw/82IS_PLA0.0.pkl
Iris,82,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,82IS_DA0.025,Iris/TreeFarms/Raw/82IS_DA0.025.pkl
Iris,82,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,82IS_UA0.025,Iris/TreeFarms/Raw/82IS_UA0.025.pkl
Iris,82,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,82IS_RFA0.0,Iris/RandomForestClassification/Raw/82IS_RFA0.0.pkl
Iris,83,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,83IS_RFA0.0,Iris/RandomForestClassification/Raw/83IS_RFA0.0.pkl
Iris,83,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,83IS_UA0.025,Iris/TreeFarms/Raw/83IS_UA0.025.pkl
Iris,83,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,83IS_PLA0.0,Iris/RandomForestClassification/Raw/83IS_PLA0.0.pkl
Iris,83,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,83IS_DA0.025,Iris/TreeFarms/Raw/83IS_DA0.025.pkl
Iris,84,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,84IS_PLA0.0,Iris/RandomForestClassification/Raw/84IS_PLA0.0.pkl
Iris,84,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,84IS_UA0.025,Iris/TreeFarms/Raw/84IS_UA0.025.pkl
Iris,84,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,84IS_RFA0.0,Iris/RandomForestClassification/Raw/84IS_RFA0.0.pkl
Iris,84,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,84IS_DA0.025,Iris/TreeFarms/Raw/84IS_DA0.025.pkl
Iris,85,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,85IS_RFA0.0,Iris/RandomForestClassification/Raw/85IS_RFA0.0.pkl
Iris,85,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,85IS_PLA0.0,Iris/RandomForestClassification/Raw/85IS_PLA0.0.pkl
Iris,85,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,85IS_UA0.025,Iris/TreeFarms/Raw/85IS_UA0.025.pkl
Iris,85,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,85IS_DA0.025,Iris/TreeFarms/Raw/85IS_DA0.025.pkl
Iris,86,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,86IS_PLA0.0,Iris/RandomForestClassification/Raw/86IS_PLA0.0.pkl
Iris,86,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,86IS_UA0.025,Iris/TreeFarms/Raw/86IS_UA0.025.pkl
Iris,86,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,86IS_DA0.025,Iris/TreeFarms/Raw/86IS_DA0.025.pkl
Iris,86,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,86IS_RFA0.0,Iris/RandomForestClassification/Raw/86IS_RFA0.0.pkl
Iris,87,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,87IS_UA0.025,Iris/TreeFarms/Raw/87IS_UA0.025.pkl
Iris,87,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,87IS_DA0.025,Iris/TreeFarms/Raw/87IS_DA0.025.pkl
Iris,87,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,87IS_RFA0.0,Iris/RandomForestClassification/Raw/87IS_RFA0.0.pkl
Iris,87,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,87IS_PLA0.0,Iris/RandomForestClassification/Raw/87IS_PLA0.0.pkl
Iris,88,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,88IS_RFA0.0,Iris/RandomForestClassification/Raw/88IS_RFA0.0.pkl
Iris,88,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,88IS_DA0.025,Iris/TreeFarms/Raw/88IS_DA0.025.pkl
Iris,88,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,88IS_PLA0.0,Iris/RandomForestClassification/Raw/88IS_PLA0.0.pkl
Iris,88,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,88IS_UA0.025,Iris/TreeFarms/Raw/88IS_UA0.025.pkl
Iris,89,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,89IS_DA0.025,Iris/TreeFarms/Raw/89IS_DA0.025.pkl
Iris,89,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,89IS_RFA0.0,Iris/RandomForestClassification/Raw/89IS_RFA0.0.pkl
Iris,89,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,89IS_PLA0.0,Iris/RandomForestClassification/Raw/89IS_PLA0.0.pkl
Iris,89,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,89IS_UA0.025,Iris/TreeFarms/Raw/89IS_UA0.025.pkl
Iris,90,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,90IS_UA0.025,Iris/TreeFarms/Raw/90IS_UA0.025.pkl
Iris,90,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,90IS_DA0.025,Iris/TreeFarms/Raw/90IS_DA0.025.pkl
Iris,90,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,90IS_PLA0.0,Iris/RandomForestClassification/Raw/90IS_PLA0.0.pkl
Iris,90,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,90IS_RFA0.0,Iris/RandomForestClassification/Raw/90IS_RFA0.0.pkl
Iris,91,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,91IS_RFA0.0,Iris/RandomForestClassification/Raw/91IS_RFA0.0.pkl
Iris,91,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,91IS_DA0.025,Iris/TreeFarms/Raw/91IS_DA0.025.pkl
Iris,91,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,91IS_PLA0.0,Iris/RandomForestClassification/Raw/91IS_PLA0.0.pkl
Iris,91,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,91IS_UA0.025,Iris/TreeFarms/Raw/91IS_UA0.025.pkl
Iris,92,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,92IS_RFA0.0,Iris/RandomForestClassification/Raw/92IS_RFA0.0.pkl
Iris,92,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,92IS_DA0.025,Iris/TreeFarms/Raw/92IS_DA0.025.pkl
Iris,92,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,92IS_UA0.025,Iris/TreeFarms/Raw/92IS_UA0.025.pkl
Iris,92,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,92IS_PLA0.0,Iris/RandomForestClassification/Raw/92IS_PLA0.0.pkl
Iris,93,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,93IS_RFA0.0,Iris/RandomForestClassification/Raw/93IS_RFA0.0.pkl
Iris,93,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,93IS_UA0.025,Iris/TreeFarms/Raw/93IS_UA0.025.pkl
Iris,93,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,93IS_DA0.025,Iris/TreeFarms/Raw/93IS_DA0.025.pkl
Iris,93,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,93IS_PLA0.0,Iris/RandomForestClassification/Raw/93IS_PLA0.0.pkl
Iris,94,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,94IS_PLA0.0,Iris/RandomForestClassification/Raw/94IS_PLA0.0.pkl
Iris,94,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,94IS_DA0.025,Iris/TreeFarms/Raw/94IS_DA0.025.pkl
Iris,94,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,94IS_UA0.025,Iris/TreeFarms/Raw/94IS_UA0.025.pkl
Iris,94,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,94IS_RFA0.0,Iris/RandomForestClassification/Raw/94IS_RFA0.0.pkl
Iris,95,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,95IS_UA0.025,Iris/TreeFarms/Raw/95IS_UA0.025.pkl
Iris,95,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,95IS_DA0.025,Iris/TreeFarms/Raw/95IS_DA0.025.pkl
Iris,95,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,95IS_PLA0.0,Iris/RandomForestClassification/Raw/95IS_PLA0.0.pkl
Iris,95,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,95IS_RFA0.0,Iris/RandomForestClassification/Raw/95IS_RFA0.0.pkl
Iris,96,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,96IS_UA0.025,Iris/TreeFarms/Raw/96IS_UA0.025.pkl
Iris,96,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,96IS_DA0.025,Iris/TreeFarms/Raw/96IS_DA0.025.pkl
Iris,96,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,96IS_PLA0.0,Iris/RandomForestClassification/Raw/96IS_PLA0.0.pkl
Iris,96,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,96IS_RFA0.0,Iris/RandomForestClassification/Raw/96IS_RFA0.0.pkl
Iris,97,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,97IS_RFA0.0,Iris/RandomForestClassification/Raw/97IS_RFA0.0.pkl
Iris,97,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,97IS_PLA0.0,Iris/RandomForestClassification/Raw/97IS_PLA0.0.pkl
Iris,97,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,97IS_DA0.025,Iris/TreeFarms/Raw/97IS_DA0.025.pkl
Iris,97,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,97IS_UA0.025,Iris/TreeFarms/Raw/97IS_UA0.025.pkl
Iris,98,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,98IS_UA0.025,Iris/TreeFarms/Raw/98IS_UA0.025.pkl
Iris,98,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,98IS_DA0.025,Iris/TreeFarms/Raw/98IS_DA0.025.pkl
Iris,98,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,98IS_RFA0.0,Iris/RandomForestClassification/Raw/98IS_RFA0.0.pkl
Iris,98,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,98IS_PLA0.0,Iris/RandomForestClassification/Raw/98IS_PLA0.0.pkl
Iris,99,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,99IS_DA0.025,Iris/TreeFarms/Raw/99IS_DA0.025.pkl
Iris,99,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,99IS_UA0.025,Iris/TreeFarms/Raw/99IS_UA0.025.pkl
Iris,99,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,99IS_PLA0.0,Iris/RandomForestClassification/Raw/99IS_PLA0.0.pkl
Iris,99,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,99IS_RFA0.0,Iris/RandomForestClassification/Raw/99IS_RFA0.0.pkl
